entity_id,route,origin,destination,delay_rate,weather_risk,supplier_reliability,timestamp,region,risk_score,risk_level
E0028,SHA-HKG,Shanghai,Hong Kong,78.17,78.79,86.88,2026-01-02T04:00:00,EMEA,50.99405648680843,Medium
E0029,RTM-NYC,Rotterdam,New York,87.91,27.15,65.82,2026-01-02T05:00:00,EMEA,48.41534238101322,Medium
E0030,SHA-HKG,Shanghai,Hong Kong,61.29,4.71,28.27,2026-01-02T06:00:00,LATAM,50.807234298636814,Medium
E0031,LAX-SIN,Los Angeles,Singapore,62.21,68.4,40.77,2026-01-02T07:00:00,APAC,64.85243233861726,Medium
E0032,MUM-DXB,Mumbai,Dubai,89.07,33.82,24.52,2026-01-02T08:00:00,EMEA,73.01214598651315,High
E0033,HAM-JKT,Hamburg,Jakarta,48.05,27.59,37.87,2026-01-02T09:00:00,APAC,44.13488037207228,Medium
E0034,RTM-NYC,Rotterdam,New York,81.92,31.0,28.75,2026-01-02T10:00:00,EMEA,59.79139559052303,Medium
E0035,MUM-DXB,Mumbai,Dubai,85.97,68.8,97.28,2026-01-02T11:00:00,EMEA,55.012837169137114,Medium
E0036,LAX-SIN,Los Angeles,Singapore,14.3,97.45,44.87,2026-01-02T12:00:00,LATAM,45.99207038626428,Medium
E0037,RTM-NYC,Rotterdam,New York,27.67,42.26,64.91,2026-01-02T13:00:00,APAC,30.970822580032074,Medium
E0038,LAX-SIN,Los Angeles,Singapore,44.73,91.43,41.31,2026-01-02T14:00:00,EMEA,60.321073893389006,Medium
E0039,MUM-DXB,Mumbai,Dubai,76.19,86.85,82.28,2026-01-02T15:00:00,unknown,56.21264023576326,Medium
E0040,SHA-HKG,Shanghai,Hong Kong,79.36,7.5,71.25,2026-01-02T16:00:00,APAC,46.88570992023765,Medium
E0041,MUM-DXB,Mumbai,Dubai,14.43,85.28,88.05,2026-01-02T17:00:00,EMEA,35.915278783084965,Medium
E0042,SGP-SZX,Singapore,Shenzhen,18.2,87.64,20.87,2026-01-02T18:00:00,APAC,60.55267294086756,Medium
E0043,SGP-SZX,Singapore,Shenzhen,25.7,46.19,91.89,2026-01-02T19:00:00,unknown,33.07397653003373,Medium
E0044,HAM-JKT,Hamburg,Jakarta,20.71,37.47,46.96,2026-01-02T20:00:00,EMEA,34.561499620730615,Medium
E0045,MUM-DXB,Mumbai,Dubai,63.91,13.26,4.03,2026-01-02T21:00:00,unknown,62.159897020928014,Medium
E0046,RTM-NYC,Rotterdam,New York,49.39,45.16,96.09,2026-01-02T22:00:00,APAC,41.625465362452026,Medium
E0047,MUM-DXB,Mumbai,Dubai,59.1,35.63,17.19,2026-01-02T23:00:00,EMEA,56.10717568545262,Medium
E0048,RTM-NYC,Rotterdam,New York,75.15,69.2,29.22,2026-01-03T00:00:00,APAC,65.62242155895366,Medium
E0049,MUM-DXB,Mumbai,Dubai,5.92,85.53,78.2,2026-01-03T01:00:00,EMEA,39.14193255962463,Medium
E0050,LAX-SIN,Los Angeles,Singapore,85.85,65.09,68.09,2026-01-03T02:00:00,unknown,56.39378725413964,Medium
E0051,RTM-NYC,Rotterdam,New York,65.51,51.81,86.6,2026-01-03T03:00:00,LATAM,42.22962303712663,Medium
E0052,HAM-JKT,Hamburg,Jakarta,1.88,91.24,65.09,2026-01-03T04:00:00,unknown,32.30593404626508,Medium
E0053,SHA-HKG,Shanghai,Hong Kong,80.29,23.15,61.23,2026-01-03T05:00:00,unknown,55.38536566253208,Medium
E0054,RTM-NYC,Rotterdam,New York,71.56,71.23,28.26,2026-01-03T06:00:00,APAC,70.76126284888048,High
E0055,MUM-DXB,Mumbai,Dubai,85.31,46.44,22.6,2026-01-03T07:00:00,EMEA,71.39598067939502,High
E0056,RTM-NYC,Rotterdam,New York,68.04,82.61,40.32,2026-01-03T08:00:00,unknown,71.09743546532951,High
E0057,SGP-SZX,Singapore,Shenzhen,1.73,99.94,96.68,2026-01-03T09:00:00,LATAM,33.3042366330751,Medium
E0058,RTM-NYC,Rotterdam,New York,56.58,59.78,28.99,2026-01-03T10:00:00,unknown,61.03161793929341,Medium
E0059,HAM-JKT,Hamburg,Jakarta,11.7,7.32,98.85,2026-01-03T11:00:00,EMEA,8.309454971914864,Low
E0060,HAM-JKT,Hamburg,Jakarta,33.19,28.41,65.96,2026-01-03T12:00:00,APAC,28.946951103039602,Low
E0061,HAM-JKT,Hamburg,Jakarta,30.58,15.84,76.78,2026-01-03T13:00:00,unknown,30.494044426857073,Medium
E0062,SGP-SZX,Singapore,Shenzhen,80.74,80.43,60.4,2026-01-03T14:00:00,unknown,65.33294309214699,Medium
E0063,HAM-JKT,Hamburg,Jakarta,32.64,14.85,3.52,2026-01-03T15:00:00,EMEA,47.73504159721784,Medium
E0064,MUM-DXB,Mumbai,Dubai,99.75,26.68,42.44,2026-01-03T16:00:00,EMEA,67.44748286124037,Medium
E0065,MUM-DXB,Mumbai,Dubai,73.94,58.72,99.48,2026-01-03T17:00:00,LATAM,50.20977480000886,Medium
E0066,LAX-SIN,Los Angeles,Singapore,34.97,71.62,68.95,2026-01-03T18:00:00,EMEA,46.21069100986993,Medium
E0067,HAM-JKT,Hamburg,Jakarta,78.7,90.75,67.51,2026-01-03T19:00:00,LATAM,66.7431074111812,Medium
E0068,SHA-HKG,Shanghai,Hong Kong,30.72,17.83,66.1,2026-01-03T20:00:00,EMEA,28.243751470939184,Low
E0069,SHA-HKG,Shanghai,Hong Kong,18.93,10.66,13.67,2026-01-03T21:00:00,APAC,31.33526751851909,Medium
E0070,RTM-NYC,Rotterdam,New York,72.79,56.34,91.35,2026-01-03T22:00:00,unknown,48.27476083848544,Medium
E0071,HAM-JKT,Hamburg,Jakarta,90.06,65.79,23.0,2026-01-03T23:00:00,unknown,70.43727009229295,High
E0072,LAX-SIN,Los Angeles,Singapore,74.68,31.4,79.02,2026-01-04T00:00:00,LATAM,45.36092965586955,Medium
E0073,RTM-NYC,Rotterdam,New York,37.8,58.97,46.91,2026-01-04T01:00:00,unknown,54.04604609902249,Medium
E0074,SGP-SZX,Singapore,Shenzhen,47.58,86.77,58.77,2026-01-04T02:00:00,unknown,52.16209228798011,Medium
E0075,SHA-HKG,Shanghai,Hong Kong,8.05,89.05,50.55,2026-01-04T03:00:00,APAC,38.31704112533598,Medium
E0076,HAM-JKT,Hamburg,Jakarta,38.79,30.54,6.35,2026-01-04T04:00:00,unknown,48.84475838032995,Medium
E0077,LAX-SIN,Los Angeles,Singapore,14.6,20.83,41.51,2026-01-04T05:00:00,LATAM,29.343906366500253,Low
E0078,SHA-HKG,Shanghai,Hong Kong,89.39,98.68,15.18,2026-01-04T06:00:00,LATAM,87.09024772090342,High
E0079,HAM-JKT,Hamburg,Jakarta,18.86,9.0,33.93,2026-01-04T07:00:00,unknown,33.72398228511917,Medium
E0080,LAX-SIN,Los Angeles,Singapore,32.03,6.74,45.75,2026-01-04T08:00:00,EMEA,38.2164731365962,Medium
E0081,LAX-SIN,Los Angeles,Singapore,76.36,17.69,76.68,2026-01-04T09:00:00,APAC,46.94320310491081,Medium
E0082,MUM-DXB,Mumbai,Dubai,78.74,78.2,13.81,2026-01-04T10:00:00,EMEA,74.75230292160106,High
E0083,MUM-DXB,Mumbai,Dubai,63.72,40.94,96.57,2026-01-04T11:00:00,LATAM,45.60480576999052,Medium
E0084,MUM-DXB,Mumbai,Dubai,1.46,53.84,73.34,2026-01-04T12:00:00,LATAM,23.14059379861556,Low
E0085,SGP-SZX,Singapore,Shenzhen,89.31,75.93,53.57,2026-01-04T13:00:00,LATAM,62.18918109700791,Medium
E0086,SGP-SZX,Singapore,Shenzhen,68.0,63.04,25.63,2026-01-04T14:00:00,APAC,59.50321791163462,Medium
E0087,HAM-JKT,Hamburg,Jakarta,87.82,31.9,11.17,2026-01-04T15:00:00,LATAM,71.75489025894676,High
E0088,SHA-HKG,Shanghai,Hong Kong,59.28,17.53,82.56,2026-01-04T16:00:00,LATAM,36.41865845377081,Medium
E0089,RTM-NYC,Rotterdam,New York,94.9,46.14,52.51,2026-01-04T17:00:00,LATAM,59.041576685504026,Medium
E0090,SHA-HKG,Shanghai,Hong Kong,34.45,88.91,99.55,2026-01-04T18:00:00,EMEA,41.913171626550444,Medium
E0091,RTM-NYC,Rotterdam,New York,99.62,49.53,75.26,2026-01-04T19:00:00,unknown,55.71918154069753,Medium
E0092,LAX-SIN,Los Angeles,Singapore,94.86,91.9,40.94,2026-01-04T20:00:00,LATAM,81.38580562616605,High
E0093,LAX-SIN,Los Angeles,Singapore,23.21,98.5,21.91,2026-01-04T21:00:00,unknown,58.96334413361046,Medium
E0094,SGP-SZX,Singapore,Shenzhen,59.38,17.73,37.29,2026-01-04T22:00:00,LATAM,46.60831839144724,Medium
E0095,HAM-JKT,Hamburg,Jakarta,79.42,38.14,64.39,2026-01-04T23:00:00,LATAM,50.75718133721814,Medium
E0096,SHA-HKG,Shanghai,Hong Kong,62.69,59.8,5.75,2026-01-05T00:00:00,EMEA,69.90823889678332,Medium
E0097,SGP-SZX,Singapore,Shenzhen,65.7,2.95,69.29,2026-01-05T01:00:00,unknown,36.83718915830086,Medium
E0098,MUM-DXB,Mumbai,Dubai,44.99,13.24,26.02,2026-01-05T02:00:00,EMEA,38.86624878974152,Medium
E0099,HAM-JKT,Hamburg,Jakarta,16.16,69.82,63.4,2026-01-05T03:00:00,APAC,34.031088531807725,Medium
E0100,RTM-NYC,Rotterdam,New York,42.67,11.0,52.51,2026-01-05T04:00:00,unknown,43.985464968242724,Medium
E0101,SHA-HKG,Shanghai,Hong Kong,60.96,14.58,83.23,2026-01-05T05:00:00,unknown,42.802210360614104,Medium
E0102,SGP-SZX,Singapore,Shenzhen,51.65,62.15,28.99,2026-01-05T06:00:00,LATAM,61.86310700716123,Medium
E0103,SGP-SZX,Singapore,Shenzhen,50.28,61.29,78.02,2026-01-05T07:00:00,EMEA,42.40354942189279,Medium
E0104,SHA-HKG,Shanghai,Hong Kong,97.34,36.43,41.57,2026-01-05T08:00:00,EMEA,72.32164566021585,High
E0105,LAX-SIN,Los Angeles,Singapore,4.9,50.14,21.56,2026-01-05T09:00:00,LATAM,45.54126355948692,Medium
E0106,MUM-DXB,Mumbai,Dubai,33.73,1.27,67.49,2026-01-05T10:00:00,unknown,31.003852837384937,Medium
E0107,SGP-SZX,Singapore,Shenzhen,83.69,67.23,15.77,2026-01-05T11:00:00,EMEA,73.89692253215682,High
E0108,SGP-SZX,Singapore,Shenzhen,78.17,8.43,72.63,2026-01-05T12:00:00,LATAM,40.39312342767739,Medium
E0109,RTM-NYC,Rotterdam,New York,64.79,46.22,97.75,2026-01-05T13:00:00,APAC,36.23986443230249,Medium
E0110,RTM-NYC,Rotterdam,New York,46.96,10.88,18.3,2026-01-05T14:00:00,APAC,53.12003594815763,Medium
E0111,SGP-SZX,Singapore,Shenzhen,85.37,36.66,68.0,2026-01-05T15:00:00,APAC,53.88114434750417,Medium
E0112,MUM-DXB,Mumbai,Dubai,74.12,10.4,76.06,2026-01-05T16:00:00,LATAM,37.56245047192846,Medium
E0113,SGP-SZX,Singapore,Shenzhen,1.96,14.7,65.07,2026-01-05T17:00:00,LATAM,17.682849362259788,Low
E0114,RTM-NYC,Rotterdam,New York,36.4,44.33,62.56,2026-01-05T18:00:00,EMEA,41.87079353412844,Medium
E0115,HAM-JKT,Hamburg,Jakarta,10.2,81.68,19.1,2026-01-05T19:00:00,LATAM,46.86659174408848,Medium
E0116,MUM-DXB,Mumbai,Dubai,40.62,46.2,83.74,2026-01-05T20:00:00,unknown,42.681214261385634,Medium
E0117,HAM-JKT,Hamburg,Jakarta,85.22,80.19,65.24,2026-01-05T21:00:00,unknown,69.94229294752814,Medium
E0118,LAX-SIN,Los Angeles,Singapore,12.19,69.92,6.81,2026-01-05T22:00:00,EMEA,55.835944339264046,Medium
E0119,LAX-SIN,Los Angeles,Singapore,11.27,91.21,48.78,2026-01-05T23:00:00,LATAM,46.033395596626555,Medium
E0120,SHA-HKG,Shanghai,Hong Kong,68.16,18.94,38.6,2026-01-06T00:00:00,unknown,53.35063261053664,Medium
E0121,RTM-NYC,Rotterdam,New York,61.52,86.4,88.12,2026-01-06T01:00:00,LATAM,54.86346953369104,Medium
E0122,HAM-JKT,Hamburg,Jakarta,97.37,13.93,92.12,2026-01-06T02:00:00,unknown,49.279699023322294,Medium
E0123,SGP-SZX,Singapore,Shenzhen,88.87,44.63,7.27,2026-01-06T03:00:00,EMEA,66.71116481709834,Medium
E0124,HAM-JKT,Hamburg,Jakarta,32.11,70.75,68.11,2026-01-06T04:00:00,EMEA,43.13561103255914,Medium
E0125,HAM-JKT,Hamburg,Jakarta,58.09,56.94,97.81,2026-01-06T05:00:00,APAC,35.73821260792838,Medium
E0126,HAM-JKT,Hamburg,Jakarta,87.44,52.39,69.14,2026-01-06T06:00:00,APAC,58.82636228866778,Medium
E0127,SHA-HKG,Shanghai,Hong Kong,10.43,66.51,25.61,2026-01-06T07:00:00,unknown,43.82341818499178,Medium
E0128,RTM-NYC,Rotterdam,New York,66.71,64.5,15.72,2026-01-06T08:00:00,APAC,62.7113628329907,Medium
E0129,SHA-HKG,Shanghai,Hong Kong,89.31,61.68,2.15,2026-01-06T09:00:00,unknown,72.69204451583826,High
E0130,LAX-SIN,Los Angeles,Singapore,51.05,47.46,50.09,2026-01-06T10:00:00,APAC,51.024668582665676,Medium
E0131,LAX-SIN,Los Angeles,Singapore,8.41,49.67,24.85,2026-01-06T11:00:00,EMEA,36.70739452805329,Medium
E0132,RTM-NYC,Rotterdam,New York,5.98,23.05,64.69,2026-01-06T12:00:00,APAC,30.559801775651955,Medium
E0133,MUM-DXB,Mumbai,Dubai,81.89,8.8,44.97,2026-01-06T13:00:00,LATAM,53.33491709550592,Medium
E0134,SHA-HKG,Shanghai,Hong Kong,45.36,85.8,45.26,2026-01-06T14:00:00,unknown,56.21404706802256,Medium
E0135,SGP-SZX,Singapore,Shenzhen,98.09,74.78,2.76,2026-01-06T15:00:00,EMEA,86.20023237222125,High
E0136,MUM-DXB,Mumbai,Dubai,41.82,56.16,1.02,2026-01-06T16:00:00,EMEA,53.76405806544546,Medium
E0137,SGP-SZX,Singapore,Shenzhen,79.39,96.35,64.12,2026-01-06T17:00:00,unknown,75.22238819862167,High
E0138,SHA-HKG,Shanghai,Hong Kong,56.67,65.81,46.16,2026-01-06T18:00:00,APAC,56.9815515541435,Medium
E0139,RTM-NYC,Rotterdam,New York,36.97,6.37,23.07,2026-01-06T19:00:00,LATAM,45.505528408754294,Medium
E0140,MUM-DXB,Mumbai,Dubai,33.87,76.97,60.4,2026-01-06T20:00:00,EMEA,42.23794999883658,Medium
E0141,HAM-JKT,Hamburg,Jakarta,66.06,71.88,12.29,2026-01-06T21:00:00,LATAM,70.3183749625724,High
E0142,HAM-JKT,Hamburg,Jakarta,22.95,34.79,83.16,2026-01-06T22:00:00,LATAM,28.300604915317813,Low
E0143,RTM-NYC,Rotterdam,New York,55.22,38.02,11.53,2026-01-06T23:00:00,unknown,65.01689682462474,Medium
E0144,LAX-SIN,Los Angeles,Singapore,49.75,82.36,74.51,2026-01-07T00:00:00,unknown,52.95092078564113,Medium
E0145,MUM-DXB,Mumbai,Dubai,11.59,61.47,19.57,2026-01-07T01:00:00,unknown,46.63384101585431,Medium
E0146,MUM-DXB,Mumbai,Dubai,22.34,82.63,19.87,2026-01-07T02:00:00,APAC,52.5136349463784,Medium
E0147,RTM-NYC,Rotterdam,New York,11.67,42.03,92.74,2026-01-07T03:00:00,EMEA,21.380534960138284,Low
E0148,HAM-JKT,Hamburg,Jakarta,59.29,77.44,45.6,2026-01-07T04:00:00,APAC,61.521586037073064,Medium
E0149,HAM-JKT,Hamburg,Jakarta,59.34,50.92,96.42,2026-01-07T05:00:00,APAC,40.97767190457569,Medium
E0150,SGP-SZX,Singapore,Shenzhen,53.51,5.81,93.6,2026-01-07T06:00:00,unknown,22.105181198204956,Low
E0151,SHA-HKG,Shanghai,Hong Kong,48.81,51.32,92.2,2026-01-07T07:00:00,EMEA,44.25787886291536,Medium
E0152,LAX-SIN,Los Angeles,Singapore,69.49,18.19,81.71,2026-01-07T08:00:00,APAC,46.8839115775965,Medium
E0153,SGP-SZX,Singapore,Shenzhen,39.35,60.45,88.39,2026-01-07T09:00:00,unknown,33.89123633497916,Medium
E0154,SHA-HKG,Shanghai,Hong Kong,88.26,42.45,61.29,2026-01-07T10:00:00,LATAM,59.491542153085746,Medium
E0155,HAM-JKT,Hamburg,Jakarta,76.48,28.09,96.4,2026-01-07T11:00:00,unknown,36.319136117031654,Medium
E0156,RTM-NYC,Rotterdam,New York,45.83,14.2,41.86,2026-01-07T12:00:00,EMEA,44.20910139559717,Medium
E0157,HAM-JKT,Hamburg,Jakarta,88.76,51.72,84.46,2026-01-07T13:00:00,APAC,52.099506757585125,Medium
E0158,SHA-HKG,Shanghai,Hong Kong,86.21,71.48,93.62,2026-01-07T14:00:00,APAC,59.529839520378516,Medium
E0159,HAM-JKT,Hamburg,Jakarta,22.52,21.76,71.72,2026-01-07T15:00:00,EMEA,31.296919214303237,Medium
E0160,HAM-JKT,Hamburg,Jakarta,35.18,67.56,98.15,2026-01-07T16:00:00,LATAM,41.19521237876485,Medium
E0161,HAM-JKT,Hamburg,Jakarta,97.54,18.6,54.71,2026-01-07T17:00:00,LATAM,51.727614189338446,Medium
E0162,HAM-JKT,Hamburg,Jakarta,32.92,12.43,35.87,2026-01-07T18:00:00,LATAM,44.40217767706412,Medium
E0163,MUM-DXB,Mumbai,Dubai,58.7,94.32,71.3,2026-01-07T19:00:00,LATAM,54.75320986342321,Medium
E0164,HAM-JKT,Hamburg,Jakarta,75.04,84.3,29.31,2026-01-07T20:00:00,APAC,65.57268834264269,Medium
E0165,MUM-DXB,Mumbai,Dubai,81.02,52.75,3.5,2026-01-07T21:00:00,APAC,73.99228704087226,High
E0166,LAX-SIN,Los Angeles,Singapore,6.25,6.6,27.43,2026-01-07T22:00:00,APAC,27.543834257936577,Low
E0167,LAX-SIN,Los Angeles,Singapore,98.37,68.66,15.5,2026-01-07T23:00:00,APAC,85.1663461469862,High
E0168,SGP-SZX,Singapore,Shenzhen,69.37,30.22,75.61,2026-01-08T00:00:00,unknown,50.05577208096453,Medium
E0169,SGP-SZX,Singapore,Shenzhen,36.51,45.81,61.99,2026-01-08T01:00:00,APAC,38.49058339234073,Medium
E0170,HAM-JKT,Hamburg,Jakarta,74.21,86.62,74.5,2026-01-08T02:00:00,APAC,68.29699092604618,Medium
E0171,SHA-HKG,Shanghai,Hong Kong,39.5,51.58,79.89,2026-01-08T03:00:00,LATAM,36.11126757210178,Medium
E0172,HAM-JKT,Hamburg,Jakarta,29.48,66.78,92.72,2026-01-08T04:00:00,APAC,36.558856938475714,Medium
E0173,MUM-DXB,Mumbai,Dubai,42.24,79.02,68.83,2026-01-08T05:00:00,EMEA,46.17097635851405,Medium
E0174,SHA-HKG,Shanghai,Hong Kong,6.33,74.62,21.11,2026-01-08T06:00:00,LATAM,54.63365355073445,Medium
E0175,MUM-DXB,Mumbai,Dubai,83.17,91.24,70.76,2026-01-08T07:00:00,LATAM,61.69861726373027,Medium
E0176,HAM-JKT,Hamburg,Jakarta,37.41,59.25,74.11,2026-01-08T08:00:00,EMEA,35.05215929088494,Medium
E0177,LAX-SIN,Los Angeles,Singapore,77.84,96.46,30.12,2026-01-08T09:00:00,LATAM,75.35545590004557,High
E0178,LAX-SIN,Los Angeles,Singapore,98.36,8.37,96.29,2026-01-08T10:00:00,LATAM,52.33163346083755,Medium
E0179,HAM-JKT,Hamburg,Jakarta,51.87,38.34,43.42,2026-01-08T11:00:00,unknown,55.25965899382371,Medium
E0180,SHA-HKG,Shanghai,Hong Kong,27.16,16.93,84.76,2026-01-08T12:00:00,APAC,28.777620291854234,Low
E0181,SGP-SZX,Singapore,Shenzhen,33.73,71.26,16.33,2026-01-08T13:00:00,EMEA,63.89988736317787,Medium
E0182,LAX-SIN,Los Angeles,Singapore,92.93,60.09,77.59,2026-01-08T14:00:00,EMEA,66.55219959546795,Medium
E0183,HAM-JKT,Hamburg,Jakarta,61.95,66.53,49.56,2026-01-08T15:00:00,LATAM,58.707875405796734,Medium
E0184,SHA-HKG,Shanghai,Hong Kong,55.47,8.22,71.06,2026-01-08T16:00:00,unknown,33.44343577746189,Medium
E0185,SHA-HKG,Shanghai,Hong Kong,22.78,19.2,7.75,2026-01-08T17:00:00,unknown,47.415686481664814,Medium
E0186,SHA-HKG,Shanghai,Hong Kong,16.78,54.76,40.94,2026-01-08T18:00:00,unknown,44.25291894751642,Medium
E0187,RTM-NYC,Rotterdam,New York,22.9,22.12,33.86,2026-01-08T19:00:00,EMEA,35.68486593310565,Medium
E0188,RTM-NYC,Rotterdam,New York,30.06,95.08,62.21,2026-01-08T20:00:00,unknown,45.15550002092272,Medium
E0189,MUM-DXB,Mumbai,Dubai,99.67,82.55,98.13,2026-01-08T21:00:00,LATAM,67.19134417023538,Medium
E0190,SGP-SZX,Singapore,Shenzhen,12.36,35.25,24.79,2026-01-08T22:00:00,unknown,35.87790773884297,Medium
E0191,HAM-JKT,Hamburg,Jakarta,61.76,62.49,95.93,2026-01-08T23:00:00,EMEA,52.308197258006686,Medium
E0192,HAM-JKT,Hamburg,Jakarta,88.68,38.76,79.82,2026-01-09T00:00:00,LATAM,49.387558625085276,Medium
E0193,SGP-SZX,Singapore,Shenzhen,39.2,54.48,29.0,2026-01-09T01:00:00,APAC,46.931368986172295,Medium
E0194,SHA-HKG,Shanghai,Hong Kong,82.39,38.12,80.48,2026-01-09T02:00:00,unknown,55.71319008187359,Medium
E0195,MUM-DXB,Mumbai,Dubai,49.19,30.35,65.5,2026-01-09T03:00:00,EMEA,35.728264749367405,Medium
E0196,RTM-NYC,Rotterdam,New York,51.88,94.87,17.57,2026-01-09T04:00:00,unknown,65.1720246223661,Medium
E0197,SHA-HKG,Shanghai,Hong Kong,53.79,63.07,21.87,2026-01-09T05:00:00,unknown,63.117241872812656,Medium
E0198,HAM-JKT,Hamburg,Jakarta,77.58,86.63,43.0,2026-01-09T06:00:00,APAC,76.17893061256197,High
E0199,SGP-SZX,Singapore,Shenzhen,21.35,83.05,87.99,2026-01-09T07:00:00,APAC,34.1840199857186,Medium
E0200,HAM-JKT,Hamburg,Jakarta,77.75,65.01,94.04,2026-01-09T08:00:00,APAC,49.60985509350142,Medium
E0201,HAM-JKT,Hamburg,Jakarta,68.92,3.35,71.97,2026-01-09T09:00:00,APAC,43.628072573617665,Medium
E0202,SGP-SZX,Singapore,Shenzhen,9.66,6.37,79.63,2026-01-09T10:00:00,unknown,24.64339639091451,Low
E0203,SHA-HKG,Shanghai,Hong Kong,7.97,82.34,91.19,2026-01-09T11:00:00,EMEA,33.08811779303514,Medium
E0204,MUM-DXB,Mumbai,Dubai,39.42,63.39,43.87,2026-01-09T12:00:00,APAC,45.835462538268764,Medium
E0205,SGP-SZX,Singapore,Shenzhen,39.56,12.71,1.58,2026-01-09T13:00:00,APAC,41.83754431562303,Medium
E0206,HAM-JKT,Hamburg,Jakarta,62.22,75.84,58.98,2026-01-09T14:00:00,APAC,54.436840449982824,Medium
E0207,HAM-JKT,Hamburg,Jakarta,84.98,36.41,50.78,2026-01-09T15:00:00,LATAM,53.127833266797815,Medium
E0208,RTM-NYC,Rotterdam,New York,78.9,30.83,9.56,2026-01-09T16:00:00,LATAM,68.09738010419287,Medium
E0209,MUM-DXB,Mumbai,Dubai,38.76,82.39,4.05,2026-01-09T17:00:00,LATAM,59.97848756942796,Medium
E0210,LAX-SIN,Los Angeles,Singapore,53.81,14.5,39.71,2026-01-09T18:00:00,APAC,45.125948974309495,Medium
E0211,SHA-HKG,Shanghai,Hong Kong,30.2,63.77,30.51,2026-01-09T19:00:00,LATAM,54.298936534643296,Medium
E0212,HAM-JKT,Hamburg,Jakarta,65.15,95.78,2.1,2026-01-09T20:00:00,APAC,79.93924913831353,High
E0213,SHA-HKG,Shanghai,Hong Kong,15.0,5.14,57.7,2026-01-09T21:00:00,LATAM,20.106634774900865,Low
E0214,MUM-DXB,Mumbai,Dubai,54.18,94.75,31.16,2026-01-09T22:00:00,LATAM,71.92236789273393,High
